id,discipline,department,speciality_id
1173,ДВ №2: Модели принятия решений в бизнесе,ИБМ4,27.03.05_04
1174,ДВ №3 (основная) : Сквозные технологии цифровой трансформации бизнеса,ИБМ4,27.03.05_04
1175,ДВ №3: Менеджмент качества услуг,ИБМ4,27.03.05_04
1176,Ознакомительная практика,ИБМ4,27.03.05_04
1177,Организационно-управленческая практика,ИБМ4,27.03.05_04
1178,Учебно-технологический практикум,РЛ6,27.03.05_04
1179,Учебно-технологический практикум,МТ13,27.03.05_04
1180,Научно-исследовательская работа,ИБМ4,27.03.05_04
1181,Преддипломная практика,ИБМ4,27.03.05_04
1182,Подготовка и защита ВКР,ИБМ4,27.03.05_04
1183,Иностранный язык,Л2,38.03.02_04
1184,Информатика,ИУ7,38.03.02_04
1185,История России,СГН1,38.03.02_04
1186,Линейная алгебра и аналитическая геометрия,ФН1,38.03.02_04
1187,Математический анализ,ФН1,38.03.02_04
1188,Микроэкономика,ИБМ1,38.03.02_04
1189,Основы защищенного документоборота,ИУ10,38.03.02_04
1190,Учебно-технологический практикум по организации производства,МТ13,38.03.02_04
1191,Физическая культура и спорт,ФВ,38.03.02_04
1192,Макроэкономика,ИБМ1,38.03.02_04
1193,Теория менеджмента,ИБМ4,38.03.02_04
1194,Экономика предприятия,ИБМ2,38.03.02_04
1195,Русский язык делового общения,Л1,38.03.02_04
1196,Институциональная экономика,ИБМ1,38.03.02_04
1197,Информационные технологии в менеджменте,ИБМ4,38.03.02_04
1198,Организация производства,ИБМ2,38.03.02_04
1199,Основы теории вероятностей и математической статистики,ФН1,38.03.02_04
1200,Учет и анализ,ИБМ2,38.03.02_04
1201,Правоведение,ЮР,38.03.02_04
1202,Маркетинг,ИБМ3,38.03.02_04
1203,Методы принятия управленческих решений,ФН1,38.03.02_04
1204,Статистика,ИБМ2,38.03.02_04
1205,Социология,СГН2,38.03.02_04
1206,Безопасность жизнедеятельности,Э9,38.03.02_04
1207,Управление человеческими ресурсами,ИБМ3,38.03.02_04
1208,Финансовый менеджмент,ИБМ5,38.03.02_04
1209,Эконометрика,ИБМ2,38.03.02_04
1210,Логистика,ИБМ3,38.03.02_04
1211,Управление инвестициями,ИБМ5,38.03.02_04
1212,Философия,СГН4,38.03.02_04
1213,Бизнес-планирование и прогнозирование,ИБМ3,38.03.02_04
1214,Стратегический менеджмент,ИБМ3,38.03.02_04
1215,Введение в профессию,ИБМ4,38.03.02_04
1216,Тайм-менеджмент,ИБМ4,38.03.02_04
